annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card,matched_id,matched_sample_id,matched_sample_name,matched_quantity,matched_camera_type_1,matched_deleted,matched_date_of_creation,matched_url,notes
3701,81362,ipad,no light,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False,,,,,,,,,
3702,81362,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False,,,,,,,,,
3703,81362,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False,,,,,,,,,
3704,81362,pixel,no light,white,Oxaliplatin 5mg/mL,752_1,3.2505,65.0,False,,,,,,,,,
3705,80634,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3706,80634,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3707,80634,ipad,no light,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3708,80634,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3709,80634,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3710,80634,pixel,no light,white,Oxaliplatin 5mg/mL,752_2,3.2505,65.0,False,,,,,,,,,
3711,75005,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3712,75005,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3713,75005,ipad,no light,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3714,75005,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3715,75005,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3716,75005,pixel,no light,black,Oxaliplatin 5mg/mL,752_3,3.2505,65.0,False,,,,,,,,,
3717,80630,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3718,80630,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3719,80630,ipad,no light,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3720,80630,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3721,80630,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3722,80630,pixel,no light,black,Oxaliplatin 5mg/mL,752_4,3.2505,65.0,False,,,,,,,,,
3723,82241,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3724,82241,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3725,82241,ipad,no light,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3726,82241,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3727,82241,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3728,82241,pixel,no light,white,Oxaliplatin 5mg/mL,267_1,3.2307,64.6,False,,,,,,,,,
3729,80390,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False,,,,,,,,,
3730,80390,ipad,no light,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False,,,,,,,,,
3731,80390,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False,,,,,,,,,
3732,80390,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False,,,,,,,,,
3733,80390,pixel,no light,white,Oxaliplatin 5mg/mL,267_2,3.2307,64.6,False,,,,,,,,,
3734,75004,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3735,75004,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3736,75004,ipad,no light,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3737,75004,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3738,75004,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3739,75004,pixel,no light,black,Oxaliplatin 5mg/mL,267_3,3.2307,64.6,False,,,,,,,,,
3740,82245,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3741,82245,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3742,82245,ipad,no light,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3743,82245,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3744,82245,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3745,82245,pixel,no light,black,Oxaliplatin 5mg/mL,267_4,3.2307,64.6,False,,,,,,,,,
3746,82037,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3747,82037,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3748,82037,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3749,82037,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3750,82037,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3751,82037,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_1,3.4782,69.6,False,,,,,,,,,
3752,82036,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3753,82036,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3754,82036,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3755,82036,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3756,82036,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3757,82036,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_2,3.4782,69.6,False,,,,,,,,,
3758,75003,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3759,75003,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3760,75003,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3761,75003,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3762,75003,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3763,75003,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_3,3.4782,69.6,False,,,,,,,,,
3764,82197,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3765,82197,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3766,82197,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3767,82197,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3768,82197,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3769,82197,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_4,3.4782,69.6,False,,,,,,,,,
3770,82181,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3771,82181,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3772,82181,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3773,82181,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3774,82181,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3775,82181,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_1,3.1482,63.0,False,,,,,,,,,
3776,80274,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,3.1482,63.0,False,,,,,,,,,
3777,80274,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_2,3.1482,63.0,False,,,,,,,,,
3778,75002,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3779,75002,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3780,75002,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3781,75002,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3782,75002,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3783,75002,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_3,3.1482,63.0,False,,,,,,,,,
3784,80273,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3785,80273,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3786,80273,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3787,80273,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3788,80273,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3789,80273,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_4,3.1482,63.0,False,,,,,,,,,
3790,75010,,,,Oxaliplatin 5mg/mL,oxpt,1.63845,32.8,False,,,,,,,,,
3791,80065,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3792,80065,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3793,80065,ipad,no light,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3794,80065,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3795,80065,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3796,80065,pixel,no light,white,Oxaliplatin 5mg/mL,234_1,1.6071,32.1,False,,,,,,,,,
3797,80091,ipad,benchtop,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3798,80091,ipad,lightbox,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3799,80091,ipad,no light,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3800,80091,pixel,benchtop,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3801,80091,pixel,lightbox,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3802,80091,pixel,no light,white,Oxaliplatin 5mg/mL,234_2,1.6071,32.1,False,,,,,,,,,
3803,75013,ipad,benchtop,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3804,75013,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3805,75013,ipad,no light,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3806,75013,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3807,75013,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3808,75013,pixel,no light,black,Oxaliplatin 5mg/mL,234_3,1.6071,32.1,False,,,,,,,,,
3809,82156,ipad,benchtop,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3810,82156,ipad,lightbox,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3811,82156,ipad,no light,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3812,82156,pixel,benchtop,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3813,82156,pixel,lightbox,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3814,82156,pixel,no light,black,Oxaliplatin 5mg/mL,234_4,1.6071,32.1,False,,,,,,,,,
3815,80068,ipad,benchtop,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3816,80068,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3817,80068,ipad,no light,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3818,80068,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3819,80068,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3820,80068,pixel,no light,white,Oxaliplatin 5mg/mL,752_1,1.62525,32.5,False,,,,,,,,,
3821,80016,ipad,lightbox,white,Oxaliplatin 5mg/mL,752_2,1.62525,32.5,False,,,,,,,,,
3822,80016,ipad,no light,white,Oxaliplatin 5mg/mL,752_2,1.62525,32.5,False,,,,,,,,,
3823,80016,pixel,benchtop,white,Oxaliplatin 5mg/mL,752_2,1.62525,32.5,False,,,,,,,,,
3824,80016,pixel,lightbox,white,Oxaliplatin 5mg/mL,752_2,1.62525,32.5,False,,,,,,,,,
3825,80016,pixel,no light,white,Oxaliplatin 5mg/mL,752_2,1.62525,32.5,False,,,,,,,,,
3826,75012,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_3,1.62525,32.5,False,,,,,,,,,
3827,75012,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_3,1.62525,32.5,False,,,,,,,,,
3828,75012,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_3,1.62525,32.5,False,,,,,,,,,
3829,75012,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_3,1.62525,32.5,False,,,,,,,,,
3830,75012,pixel,no light,black,Oxaliplatin 5mg/mL,752_3,1.62525,32.5,False,,,,,,,,,
3831,82045,ipad,benchtop,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3832,82045,ipad,lightbox,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3833,82045,ipad,no light,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3834,82045,pixel,benchtop,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3835,82045,pixel,lightbox,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3836,82045,pixel,no light,black,Oxaliplatin 5mg/mL,752_4,1.62525,32.5,False,,,,,,,,,
3837,80096,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3838,80096,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3839,80096,ipad,no light,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3840,80096,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3841,80096,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3842,80096,pixel,no light,white,Oxaliplatin 5mg/mL,267_1,1.61535,32.3,False,,,,,,,,,
3843,80097,ipad,benchtop,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3844,80097,ipad,lightbox,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3845,80097,ipad,no light,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3846,80097,pixel,benchtop,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3847,80097,pixel,lightbox,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3848,80097,pixel,no light,white,Oxaliplatin 5mg/mL,267_2,1.61535,32.3,False,,,,,,,,,
3849,75011,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_3,1.61535,32.3,False,,,,,,,,,
3850,75011,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_3,1.61535,32.3,False,,,,,,,,,
3851,75011,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_3,1.61535,32.3,False,,,,,,,,,
3852,75011,pixel,no light,black,Oxaliplatin 5mg/mL,267_3,1.61535,32.3,False,,,,,,,,,
3853,82179,ipad,benchtop,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3854,82179,ipad,lightbox,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3855,82179,ipad,no light,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3856,82179,pixel,benchtop,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3857,82179,pixel,lightbox,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3858,82179,pixel,no light,black,Oxaliplatin 5mg/mL,267_4,1.61535,32.3,False,,,,,,,,,
3859,80037,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3860,80037,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3861,80037,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3862,80037,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3863,80037,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3864,80037,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_1,1.7391,34.8,False,,,,,,,,,
3865,80033,ipad,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3866,80033,ipad,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3867,80033,ipad,no light,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3868,80033,pixel,benchtop,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3869,80033,pixel,lightbox,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3870,80033,pixel,no light,white,Oxaliplatin 5mg/mL,0ac_2,1.7391,34.8,False,,,,,,,,,
3871,75014,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_3,1.7391,34.8,False,,,,,,,,,
3872,75014,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_3,1.7391,34.8,False,,,,,,,,,
3873,75014,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_3,1.7391,34.8,False,,,,,,,,,
3874,80034,ipad,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3875,80034,ipad,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3876,80034,ipad,no light,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3877,80034,pixel,benchtop,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3878,80034,pixel,lightbox,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3879,80034,pixel,no light,black,Oxaliplatin 5mg/mL,0ac_4,1.7391,34.8,False,,,,,,,,,
3880,80020,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3881,80020,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3882,80020,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3883,80020,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3884,80020,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3885,80020,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_1,1.5741,31.5,False,,,,,,,,,
3886,82150,ipad,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3887,82150,ipad,lightbox,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3888,82150,ipad,no light,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3889,82150,pixel,benchtop,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3890,82150,pixel,lightbox,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3891,82150,pixel,no light,white,Oxaliplatin 5mg/mL,6ae_2,1.5741,31.5,False,,,,,,,,,
3892,75017,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3893,75017,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3894,75017,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3895,75017,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3896,75017,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3897,75017,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_3,1.5741,31.5,False,,,,,,,,,
3898,82157,ipad,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3899,82157,ipad,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3900,82157,ipad,no light,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3901,82157,pixel,benchtop,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3902,82157,pixel,lightbox,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3903,82157,pixel,no light,black,Oxaliplatin 5mg/mL,6ae_4,1.5741,31.5,False,,,,,,,,,
3904,80069,,,,Blank,blank,,,False,,,,,,,,,
3905,75053,,,,Oxaliplatin 2mg/mL,100oxptstd,1.985209395,99.3,False,,,,,,,,,
3906,75050,ipad,benchtop,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3907,75050,ipad,lightbox,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3908,75050,ipad,no light,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3909,75050,pixel,benchtop,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3910,75050,pixel,lightbox,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3911,75050,pixel,no light,white,Oxaliplatin 2mg/mL,10b_1,2.05,102.5,False,,,,,,,,,
3912,82228,ipad,benchtop,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3913,82228,ipad,lightbox,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3914,82228,ipad,no light,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3915,82228,pixel,benchtop,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3916,82228,pixel,lightbox,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3917,82228,pixel,no light,white,Oxaliplatin 2mg/mL,10b_2,2.05,102.5,False,,,,,,,,,
3918,74896,ipad,benchtop,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3919,74896,ipad,lightbox,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3920,74896,ipad,no light,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3921,74896,pixel,benchtop,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3922,74896,pixel,lightbox,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3923,74896,pixel,no light,black,Oxaliplatin 2mg/mL,10b_3,2.05,102.5,False,,,,,,,,,
3924,81274,ipad,benchtop,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3925,81274,ipad,lightbox,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3926,81274,ipad,no light,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3927,81274,pixel,benchtop,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3928,81274,pixel,lightbox,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3929,81274,pixel,no light,black,Oxaliplatin 2mg/mL,10b_4,2.05,102.5,False,,,,,,,,,
3930,75056,ipad,benchtop,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3931,75056,ipad,lightbox,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3932,75056,ipad,no light,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3933,75056,pixel,benchtop,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3934,75056,pixel,lightbox,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3935,75056,pixel,no light,white,Oxaliplatin 2mg/mL,5b5_1,2.042,102.1,False,,,,,,,,,
3936,82222,ipad,benchtop,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3937,82222,ipad,lightbox,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3938,82222,ipad,no light,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3939,82222,pixel,benchtop,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3940,82222,pixel,lightbox,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3941,82222,pixel,no light,white,Oxaliplatin 2mg/mL,5b5_2,2.042,102.1,False,,,,,,,,,
3942,75055,ipad,benchtop,black,Oxaliplatin 2mg/mL,5b5_3,2.042,102.1,False,,,,,,,,,
3943,75055,ipad,lightbox,black,Oxaliplatin 2mg/mL,5b5_3,2.042,102.1,False,,,,,,,,,
