annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card,matched_id,matched_sample_id,matched_sample_name,matched_quantity,matched_camera_type_1,matched_deleted,matched_date_of_creation,matched_url,notes
1013,81347,pixel,no light,black,Doxorubicin,501e_6,1.85,92.5,False,,,,,,,,,
1014,80702,ipad,lightbox,black,Doxorubicin,501e_7,1.85,92.5,False,,,,,,,,,
1015,80702,ipad,no light,black,Doxorubicin,501e_7,1.85,92.5,False,,,,,,,,,
1016,80702,pixel,benchtop,black,Doxorubicin,501e_7,1.85,92.5,False,,,,,,,,,
1017,80702,pixel,lightbox,black,Doxorubicin,501e_7,1.85,92.5,False,,,,,,,,,
1018,80702,pixel,no light,black,Doxorubicin,501e_7,1.85,92.5,False,,,,,,,,,
1019,81130,ipad,benchtop,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1020,81130,ipad,lightbox,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1021,81130,ipad,no light,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1022,81130,pixel,benchtop,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1023,81130,pixel,lightbox,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1024,81130,pixel,no light,black,Doxorubicin,501e_8,1.85,92.5,False,,,,,,,,,
1025,81539,,,,Doxorubicin,std,1.956,97.8,False,,,,,,,,,
1026,81537,,,,Doxorubicin,std,1.29096,64.5,False,,,,,,,,,
1027,81535,ipad,benchtop,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1028,81535,ipad,lightbox,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1029,81535,ipad,no light,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1030,81535,pixel,benchtop,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1031,81535,pixel,lightbox,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1032,81535,pixel,no light,white,Doxorubicin,v33_1,1.23684,61.8,False,,,,,,,,,
1033,80208,ipad,benchtop,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1034,80208,ipad,lightbox,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1035,80208,ipad,no light,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1036,80208,pixel,benchtop,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1037,80208,pixel,lightbox,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1038,80208,pixel,no light,white,Doxorubicin,v33_4,1.23684,61.8,False,,,,,,,,,
1039,80209,ipad,benchtop,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1040,80209,ipad,lightbox,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1041,80209,ipad,no light,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1042,80209,pixel,benchtop,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1043,80209,pixel,lightbox,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1044,80209,pixel,no light,white,Doxorubicin,v33_5,1.23684,61.8,False,,,,,,,,,
1045,81401,ipad,benchtop,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1046,81401,ipad,lightbox,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1047,81401,ipad,no light,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1048,81401,pixel,benchtop,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1049,81401,pixel,lightbox,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1050,81401,pixel,no light,white,Doxorubicin,v33_6,1.23684,61.8,False,,,,,,,,,
1051,81402,ipad,benchtop,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1052,81402,ipad,lightbox,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1053,81402,ipad,no light,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1054,81402,pixel,benchtop,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1055,81402,pixel,lightbox,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1056,81402,pixel,no light,black,Doxorubicin,v33_7,1.23684,61.8,False,,,,,,,,,
1057,81403,ipad,benchtop,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1058,81403,ipad,lightbox,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1059,81403,ipad,no light,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1060,81403,pixel,benchtop,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1061,81403,pixel,lightbox,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1062,81403,pixel,no light,black,Doxorubicin,v33_8,1.23684,61.8,False,,,,,,,,,
1063,81404,ipad,benchtop,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1064,81404,ipad,lightbox,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1065,81404,ipad,no light,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1066,81404,pixel,benchtop,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1067,81404,pixel,lightbox,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1068,81404,pixel,no light,white,Doxorubicin,v34_1,1.23552,61.8,False,,,,,,,,,
1069,81348,ipad,benchtop,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1070,81348,ipad,lightbox,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1071,81348,ipad,no light,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1072,81348,pixel,benchtop,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1073,81348,pixel,lightbox,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1074,81348,pixel,no light,white,Doxorubicin,v34_2,1.23552,61.8,False,,,,,,,,,
1075,81346,ipad,benchtop,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1076,81346,ipad,lightbox,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1077,81346,ipad,no light,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1078,81346,pixel,benchtop,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1079,81346,pixel,lightbox,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1080,81346,pixel,no light,white,Doxorubicin,v34_3,1.23552,61.8,False,,,,,,,,,
1081,81372,ipad,benchtop,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1082,81372,ipad,lightbox,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1083,81372,ipad,no light,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1084,81372,pixel,benchtop,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1085,81372,pixel,lightbox,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1086,81372,pixel,no light,white,Doxorubicin,v34_4,1.23552,61.8,False,,,,,,,,,
1087,81369,ipad,benchtop,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1088,81369,ipad,lightbox,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1089,81369,ipad,no light,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1090,81369,pixel,benchtop,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1091,81369,pixel,lightbox,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1092,81369,pixel,no light,black,Doxorubicin,v34_5,1.23552,61.8,False,,,,,,,,,
1093,81373,ipad,benchtop,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1094,81373,ipad,lightbox,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1095,81373,ipad,no light,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1096,81373,pixel,benchtop,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1097,81373,pixel,lightbox,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1098,81373,pixel,no light,black,Doxorubicin,v34_6,1.23552,61.8,False,,,,,,,,,
1099,80472,ipad,benchtop,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1100,80472,ipad,lightbox,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1101,80472,ipad,no light,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1102,80472,pixel,benchtop,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1103,80472,pixel,lightbox,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1104,80472,pixel,no light,black,Doxorubicin,v34_7,1.23552,61.8,False,,,,,,,,,
1105,80396,ipad,benchtop,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1106,80396,ipad,lightbox,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1107,80396,ipad,no light,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1108,80396,pixel,benchtop,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1109,80396,pixel,lightbox,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1110,80396,pixel,no light,black,Doxorubicin,v34_8,1.23552,61.8,True,,,,,,,,,
1111,80471,ipad,benchtop,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1112,80471,ipad,lightbox,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1113,80471,ipad,no light,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1114,80471,pixel,benchtop,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1115,80471,pixel,lightbox,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1116,80471,pixel,no light,white,Doxorubicin,v35_1,1.2144,60.7,False,,,,,,,,,
1117,80800,ipad,benchtop,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1118,80800,ipad,lightbox,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1119,80800,ipad,no light,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1120,80800,pixel,benchtop,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1121,80800,pixel,lightbox,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1122,80800,pixel,no light,white,Doxorubicin,v35_2,1.2144,60.7,False,,,,,,,,,
1123,80799,ipad,benchtop,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1124,80799,ipad,lightbox,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1125,80799,ipad,no light,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1126,80799,pixel,benchtop,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1127,80799,pixel,lightbox,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1128,80799,pixel,no light,white,Doxorubicin,v35_3,1.2144,60.7,False,,,,,,,,,
1129,80456,ipad,benchtop,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1130,80456,ipad,lightbox,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1131,80456,ipad,no light,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1132,80456,pixel,benchtop,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1133,80456,pixel,lightbox,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1134,80456,pixel,no light,white,Doxorubicin,v35_4,1.2144,60.7,False,,,,,,,,,
1135,81367,ipad,benchtop,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1136,81367,ipad,lightbox,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1137,81367,ipad,no light,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1138,81367,pixel,benchtop,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1139,81367,pixel,lightbox,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1140,81367,pixel,no light,black,Doxorubicin,v35_5,1.2144,60.7,False,,,,,,,,,
1141,80937,ipad,benchtop,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1142,80937,ipad,lightbox,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1143,80937,ipad,no light,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1144,80937,pixel,benchtop,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1145,80937,pixel,lightbox,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1146,80937,pixel,no light,black,Doxorubicin,v35_6,1.2144,60.7,False,,,,,,,,,
1147,80805,ipad,benchtop,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1148,80805,ipad,lightbox,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1149,80805,ipad,no light,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1150,80805,pixel,benchtop,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1151,80805,pixel,lightbox,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1152,80805,pixel,no light,black,Doxorubicin,v35_7,1.2144,60.7,False,,,,,,,,,
1153,80781,ipad,benchtop,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1154,80781,ipad,lightbox,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1155,80781,ipad,no light,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1156,80781,pixel,benchtop,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1157,80781,pixel,lightbox,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1158,80781,pixel,no light,black,Doxorubicin,v35_8,1.2144,60.7,False,,,,,,,,,
1159,80763,ipad,benchtop,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1160,80763,ipad,lightbox,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1161,80763,ipad,no light,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1162,80763,pixel,benchtop,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1163,80763,pixel,lightbox,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1164,80763,pixel,no light,white,Doxorubicin,302a_1,1.37808,68.9,False,,,,,,,,,
1165,80774,ipad,benchtop,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1166,80774,ipad,lightbox,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1167,80774,ipad,no light,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1168,80774,pixel,benchtop,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1169,80774,pixel,lightbox,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1170,80774,pixel,no light,white,Doxorubicin,302a_2,1.37808,68.9,False,,,,,,,,,
1171,80759,ipad,benchtop,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1172,80759,ipad,lightbox,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1173,80759,ipad,no light,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1174,80759,pixel,benchtop,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1175,80759,pixel,lightbox,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1176,80759,pixel,no light,white,Doxorubicin,302a_3,1.37808,68.9,False,,,,,,,,,
1177,80758,ipad,benchtop,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1178,80758,ipad,lightbox,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1179,80758,ipad,no light,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1180,80758,pixel,benchtop,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1181,80758,pixel,lightbox,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1182,80758,pixel,no light,white,Doxorubicin,302a_4,1.37808,68.9,False,,,,,,,,,
1183,80764,ipad,benchtop,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1184,80764,ipad,lightbox,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1185,80764,ipad,no light,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1186,80764,pixel,benchtop,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1187,80764,pixel,lightbox,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1188,80764,pixel,no light,black,Doxorubicin,302a_5,1.37808,68.9,False,,,,,,,,,
1189,80705,ipad,benchtop,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1190,80705,ipad,lightbox,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1191,80705,ipad,no light,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1192,80705,pixel,benchtop,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1193,80705,pixel,lightbox,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1194,80705,pixel,no light,black,Doxorubicin,302a_6,1.37808,68.9,False,,,,,,,,,
1195,80709,ipad,benchtop,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1196,80709,ipad,lightbox,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1197,80709,ipad,no light,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1198,80709,pixel,benchtop,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1199,80709,pixel,lightbox,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1200,80709,pixel,no light,black,Doxorubicin,302a)_7,1.37808,68.9,False,,,,,,,,,
1201,80708,ipad,benchtop,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1202,80708,ipad,lightbox,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1203,80708,ipad,no light,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1204,80708,pixel,benchtop,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1205,80708,pixel,lightbox,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1206,80708,pixel,no light,black,Doxorubicin,302a_8,1.37808,68.9,False,,,,,,,,,
1207,80525,ipad,benchtop,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1208,80525,ipad,lightbox,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1209,80525,ipad,no light,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1210,80525,pixel,benchtop,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1211,80525,pixel,lightbox,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1212,80525,pixel,no light,white,Doxorubicin,501e_1,1.221,61.1,False,,,,,,,,,
1213,81529,ipad,benchtop,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1214,81529,ipad,lightbox,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1215,81529,ipad,no light,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1216,81529,pixel,benchtop,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1217,81529,pixel,lightbox,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1218,81529,pixel,no light,white,Doxorubicin,501e_2,1.221,61.1,False,,,,,,,,,
1219,81530,ipad,benchtop,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1220,81530,ipad,lightbox,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1221,81530,ipad,no light,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1222,81530,pixel,benchtop,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1223,81530,pixel,lightbox,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1224,81530,pixel,no light,white,Doxorubicin,501e_4,1.221,61.1,False,,,,,,,,,
1225,81658,ipad,benchtop,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1226,81658,ipad,lightbox,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1227,81658,ipad,no light,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1228,81658,pixel,benchtop,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1229,81658,pixel,lightbox,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1230,81658,pixel,no light,black,Doxorubicin,501e_5,1.221,61.1,False,,,,,,,,,
1231,81533,ipad,benchtop,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1232,81533,ipad,lightbox,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1233,81533,ipad,no light,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1234,81533,pixel,benchtop,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1235,81533,pixel,lightbox,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1236,81533,pixel,no light,black,Doxorubicin,501e_6,1.221,61.1,False,,,,,,,,,
1237,80477,ipad,benchtop,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1238,80477,ipad,lightbox,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1239,80477,ipad,no light,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1240,80477,pixel,benchtop,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1241,80477,pixel,lightbox,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1242,80477,pixel,no light,black,Doxorubicin,501e_7,1.221,61.1,False,,,,,,,,,
1243,80780,ipad,benchtop,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1244,80780,ipad,lightbox,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1245,80780,ipad,no light,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1246,80780,pixel,benchtop,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1247,80780,pixel,lightbox,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1248,80780,pixel,no light,black,Doxorubicin,501e_8,1.221,61.1,False,,,,,,,,,
1249,81657,,,,Doxorubicin,std,1.956,97.8,False,,,,,,,,,
1250,81292,,,,Doxorubicin,std,0.64548,32.3,False,,,,,,,,,
1251,81656,ipad,benchtop,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1252,81656,ipad,lightbox,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1253,81656,ipad,no light,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1254,81656,pixel,benchtop,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1255,81656,pixel,lightbox,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1256,81656,pixel,no light,white,Doxorubicin,v33_1,0.61842,30.9,False,,,,,,,,,
1257,81289,ipad,benchtop,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1258,81289,ipad,lightbox,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1259,81289,ipad,no light,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1260,81289,pixel,benchtop,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1261,81289,pixel,lightbox,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1262,81289,pixel,no light,white,Doxorubicin,v33_3,0.61842,30.9,False,,,,,,,,,
1263,81580,ipad,benchtop,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1264,81580,ipad,lightbox,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1265,81580,ipad,no light,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1266,81580,pixel,benchtop,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1267,81580,pixel,lightbox,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1268,81580,pixel,no light,white,Doxorubicin,v33_4,0.61842,30.9,False,,,,,,,,,
1269,81129,ipad,benchtop,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1270,81129,ipad,lightbox,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1271,81129,ipad,no light,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1272,81129,pixel,benchtop,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1273,81129,pixel,lightbox,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1274,81129,pixel,no light,white,Doxorubicin,v33_5,0.61842,30.9,False,,,,,,,,,
1275,81581,ipad,benchtop,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1276,81581,ipad,lightbox,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1277,81581,ipad,no light,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1278,81581,pixel,benchtop,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1279,81581,pixel,lightbox,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1280,81581,pixel,no light,white,Doxorubicin,v33_6,0.61842,30.9,False,,,,,,,,,
1281,81831,ipad,benchtop,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1282,81831,ipad,lightbox,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1283,81831,ipad,no light,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1284,81831,pixel,benchtop,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1285,81831,pixel,lightbox,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1286,81831,pixel,no light,black,Doxorubicin,v33_7,0.61842,30.9,False,,,,,,,,,
1287,80455,ipad,benchtop,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1288,80455,ipad,lightbox,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1289,80455,ipad,no light,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1290,80455,pixel,benchtop,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1291,80455,pixel,lightbox,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1292,80455,pixel,no light,black,Doxorubicin,v33_8,0.61842,30.9,False,,,,,,,,,
1293,80457,ipad,benchtop,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
1294,80457,ipad,lightbox,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
